# Station : SAINT-MALO
# Longitude : -2.028103
# Latitude : 48.640812
# Organisme fournisseur de données : Shom, CCI Ille-et-Vilaine, CR Bretagne
# Fuseau horaire : UTC
# Référence verticale : zero_hydrographique
# Unité : m
# Source 1 : Données brutes temps réel
# Source 2 : Données brutes temps différé
# Source 3 : Données validées temps différé
# Source 4 : Données horaires validées
# Source 5 : Données horaires brutes
# Source 6 : Pleines et basses mers
# Date;Valeur;Source
23/01/2021 14:00:00;8.69;4
23/01/2021 15:00:00;8.415;4
23/01/2021 16:00:00;7.838;4
23/01/2021 17:00:00;6.979;4
23/01/2021 18:00:00;6.138;4
23/01/2021 19:00:00;5.478;4
23/01/2021 20:00:00;5.177;4
23/01/2021 21:00:00;5.291;4
23/01/2021 22:00:00;5.936;4
23/01/2021 23:00:00;6.801;4
24/01/2021 00:00:00;7.836;4
24/01/2021 01:00:00;8.658;4
24/01/2021 02:00:00;8.998;4
24/01/2021 03:00:00;8.905;4
24/01/2021 04:00:00;8.436;4
24/01/2021 05:00:00;7.69;4
24/01/2021 06:00:00;6.837;4
24/01/2021 07:00:00;6.067;4
24/01/2021 08:00:00;5.465;4
24/01/2021 09:00:00;5.248;4
24/01/2021 10:00:00;5.528;4
24/01/2021 11:00:00;6.242;4
24/01/2021 12:00:00;7.113;4
24/01/2021 13:00:00;8.237;4
24/01/2021 14:00:00;8.981;4
24/01/2021 15:00:00;9.223;4
24/01/2021 16:00:00;8.933;4
24/01/2021 17:00:00;8.321;4
24/01/2021 18:00:00;7.406;4
24/01/2021 19:00:00;6.515;4
24/01/2021 20:00:00;5.605;4
24/01/2021 21:00:00;5.101;4
24/01/2021 22:00:00;4.984;4
24/01/2021 23:00:00;5.577;4
25/01/2021 00:00:00;6.484;4
25/01/2021 01:00:00;7.74;4
25/01/2021 02:00:00;8.851;4
25/01/2021 03:00:00;9.422;4
25/01/2021 04:00:00;9.341;4
25/01/2021 05:00:00;8.752;4
25/01/2021 06:00:00;7.847;4
25/01/2021 07:00:00;6.681;4
25/01/2021 08:00:00;5.619;4
25/01/2021 09:00:00;4.798;4
25/01/2021 10:00:00;4.379;4
25/01/2021 11:00:00;4.561;4
25/01/2021 12:00:00;5.402;4
25/01/2021 13:00:00;6.666;4
25/01/2021 14:00:00;8.111;4
25/01/2021 15:00:00;9.127;4
25/01/2021 16:00:00;9.481;4
25/01/2021 17:00:00;9.171;4
25/01/2021 18:00:00;8.369;4
25/01/2021 19:00:00;7.264;4
25/01/2021 20:00:00;6.006;4
25/01/2021 21:00:00;4.897;4
25/01/2021 22:00:00;4.148;4
25/01/2021 23:00:00;4.04;4
26/01/2021 00:00:00;4.766;4
26/01/2021 01:00:00;6.135;4
26/01/2021 02:00:00;7.786;4
26/01/2021 03:00:00;9.258;4
26/01/2021 04:00:00;9.981;4
26/01/2021 05:00:00;9.841;4
26/01/2021 06:00:00;9.085;4
26/01/2021 07:00:00;7.895;4
26/01/2021 08:00:00;6.484;4
26/01/2021 09:00:00;5.185;4
26/01/2021 10:00:00;4.18;4
26/01/2021 11:00:00;3.714;4
26/01/2021 12:00:00;3.91;4
26/01/2021 13:00:00;5.058;4
26/01/2021 14:00:00;6.74;4
26/01/2021 15:00:00;8.576;4
26/01/2021 16:00:00;9.862;4
26/01/2021 17:00:00;10.205;4
26/01/2021 18:00:00;9.676;4
26/01/2021 19:00:00;8.58;4
26/01/2021 20:00:00;7.087;4
26/01/2021 21:00:00;5.581;4
26/01/2021 22:00:00;4.314;4
26/01/2021 23:00:00;3.567;4
27/01/2021 00:00:00;3.567;4
27/01/2021 01:00:00;4.599;4
27/01/2021 02:00:00;6.361;4
27/01/2021 03:00:00;8.448;4
27/01/2021 04:00:00;10.071;4
27/01/2021 05:00:00;10.768;4
27/01/2021 06:00:00;10.389;4
27/01/2021 07:00:00;9.304;4
27/01/2021 08:00:00;7.702;4
27/01/2021 09:00:00;6.031;4
27/01/2021 10:00:00;4.539;4
27/01/2021 11:00:00;3.448;4
27/01/2021 12:00:00;3.022;4
27/01/2021 13:00:00;3.621;4
27/01/2021 14:00:00;5.124;4
27/01/2021 15:00:00;7.361;4
27/01/2021 16:00:00;9.392;4
27/01/2021 17:00:00;10.608;4
27/01/2021 18:00:00;10.729;4
27/01/2021 19:00:00;9.926;4
27/01/2021 20:00:00;8.413;4
27/01/2021 21:00:00;6.666;4
27/01/2021 22:00:00;4.979;4
27/01/2021 23:00:00;3.662;4
28/01/2021 00:00:00;2.951;4
28/01/2021 01:00:00;3.179;4
28/01/2021 02:00:00;4.624;4
28/01/2021 03:00:00;6.922;4
28/01/2021 04:00:00;9.303;4
28/01/2021 05:00:00;10.995;4
28/01/2021 06:00:00;11.375;4
28/01/2021 07:00:00;10.658;4
28/01/2021 08:00:00;9.166;4
28/01/2021 09:00:00;7.297;4
28/01/2021 10:00:00;5.439;4
28/01/2021 11:00:00;3.883;4
28/01/2021 12:00:00;2.816;4
28/01/2021 13:00:00;2.6;4
28/01/2021 14:00:00;3.507;4
28/01/2021 15:00:00;5.56;4
28/01/2021 16:00:00;8.067;4
28/01/2021 17:00:00;10.261;4
28/01/2021 18:00:00;11.334;4
28/01/2021 19:00:00;11.105;4
28/01/2021 20:00:00;9.928;4
28/01/2021 21:00:00;8.13;4
28/01/2021 22:00:00;6.183;4
28/01/2021 23:00:00;4.487;4
29/01/2021 00:00:00;3.235;4
29/01/2021 01:00:00;2.68;4
29/01/2021 02:00:00;3.228;4
29/01/2021 03:00:00;5.11;4
29/01/2021 04:00:00;7.699;4
